t ,hm, hest, vest, Nest, dest, actualwished
111.67, 0.836, 0.880091, 0.0698592, 0.0651351, -0.00415896, 0.026, 0.00996614
111.68, 0.83, 0.873209, 0.0201078, 0.0706144, -0.000172651, 0.00996614, -0.0275993
111.723, 0.841, 0.838344, -0.224616, 0.0961714, 0.0187913, 0.00996614, -0.206592
111.733, 0.937, 0.836814, -0.229771, 0.0961151, 0.0185585, 0.00996614, -0.207619
111.761, 0.812, 0.885332, 0.117266, 0.0581212, -0.0107458, 0.00996614, 0.0551555
111.779, 0.781, 0.864427, -0.0314374, 0.0741648, 0.00137228, 0.00996614, -0.0561185
111.795, 0.847, 0.836138, -0.222464, 0.0938598, 0.0160855, 0.026, -0.195008
111.814, 0.904, 0.835795, -0.212051, 0.091885, 0.0139791, 0.026, -0.183086
111.825, 0.916, 0.845282, -0.142028, 0.0842521, 0.00795181, 0.026, -0.130146
111.844, 0.928, 0.870642, 0.0390368, 0.0650233, -0.00710612, 0.026, 0.00444673
111.859, 0.791, 0.880527, 0.104777, 0.0584838, -0.0121674, 0.026, 0.051358
111.881, 0.835, 0.836929, -0.200404, 0.0915397, 0.0124929, 0.026, -0.177453
111.893, 0.87, 0.834015, -0.21293, 0.092328, 0.0127303, -0.0180073, -0.184133
111.944, 0.713, 0.85752, -0.0212364, 0.0679794, -0.00544486, -0.0180073, -0.024793
111.969, 0.982, 0.810307, -0.338077, 0.100507, 0.0194083, -0.0180073, -0.255137
111.99, 0.822, 0.894309, 0.265929, 0.0346128, -0.0303535, -0.0303718, 0.199975
112.022, 0.892, 0.861304, 0.0229939, 0.0616094, -0.00859995, -0.0303718, 0.0134616
112.054, 0.949, 0.879334, 0.147651, 0.048252, -0.0177995, -0.0303718, 0.105542
112.071, 0.857, 0.909944, 0.348539, 0.0279016, -0.0323965, -0.0303718, 0.249528
112.119, 0.857, 0.900031, 0.266518, 0.0376506, -0.0243157, 0.026, 0.183654
112.149, 0.906, 0.870217, 0.023539, 0.0689551, -0.000759254, 0.026, -0.0205401
112.176, 0.819, 0.894527, 0.182463, 0.0533228, -0.0132207, 0.026, 0.0925051
112.199, 0.887, 0.864989, -0.034458, 0.0774412, 0.00475239, 0.026, -0.0726485
112.214, 0.861, 0.870712, 0.00342525, 0.0735172, 0.00144178, -0.0219912, -0.0446168
112.279, 0.9, 0.864703, -0.0433312, 0.077134, 0.00469022, -0.0219912, -0.0734211
112.294, 0.914, 0.890624, 0.132743, 0.0569231, -0.0100191, -0.0219912, 0.0636298
112.323, 0.833, 0.904822, 0.216649, 0.0484613, -0.0158072, 0.026, 0.12363
112.378, 0.885, 0.873463, -0.0171069, 0.0749847, 0.00399833, 0.026, -0.0567261
112.402, 0.918, 0.885598, 0.0595692, 0.0675432, -0.00298912, 0.026, -0.00150612
112.421, 0.862, 0.897996, 0.136926, 0.0600283, -0.0089819, 0.026, 0.0532099
112.431, 0.897, 0.893108, 0.0981745, 0.0644863, -0.00573327, 0.026, 0.0231801
112.473, 0.832, 0.900112, 0.124606, 0.0632082, -0.00732244, 0.026, 0.0370725
112.501, 0.813, 0.865367, -0.13016, 0.0908165, 0.0130915, 0.026, -0.153449
112.524, 0.887, 0.839179, -0.304229, 0.107996, 0.0253657, 0.026, -0.276015
112.534, 0.88, 0.844592, -0.260901, 0.102718, 0.0210312, -0.0219912, -0.24062
112.59, 0.769, 0.867563, -0.0702429, 0.0761549, 0.0010242, -0.0219912, -0.0712702
112.616, 0.985, 0.816045, -0.413054, 0.110489, 0.0273593, -0.0219912, -0.316728
112.641, 0.821, 0.883359, 0.0764505, 0.056251, -0.0136732, -0.0306597, 0.0558567
112.659, 0.951, 0.86372, -0.0582067, 0.0702241, -0.00252957, -0.0306597, -0.0430989
112.688, 0.855, 0.909131, 0.259228, 0.0361834, -0.0275039, -0.0306597, 0.192919
112.711, 0.872, 0.891215, 0.122606, 0.0516966, -0.0147625, -0.0306597, 0.086391
112.744, 0.849, 0.883124, 0.0593699, 0.0587604, -0.00827375, 0.026, 0.0369862
112.77, 0.851, 0.868412, -0.0418032, 0.0705998, 0.000324515, 0.026, -0.0427395
112.798, 0.825, 0.861053, -0.0872124, 0.0757118, 0.00378749, 0.026, -0.0775185
112.83, 0.871, 0.830292, -0.281229, 0.0960699, 0.0182503, 0.026, -0.219921
112.84, 0.834, 0.834741, -0.24214, 0.091539, 0.0145251, -0.0207199, -0.189158
112.897, 0.849, 0.821469, -0.287041, 0.0917266, 0.014909, -0.0207199, -0.203115
112.912, 0.876, 0.826405, -0.228857, 0.0838389, 0.00904936, -0.0207199, -0.152985
112.93, 0.874, 0.836094, -0.149032, 0.074661, 0.00224347, -0.0207199, -0.0911174
112.958, 0.902, 0.845767, -0.0697418, 0.0657538, -0.00424039, -0.0211128, -0.0307352
112.98, 0.853, 0.874563, 0.141871, 0.0433493, -0.0205931, -0.0211128, 0.124867
112.999, 0.916, 0.869027, 0.102225, 0.0484544, -0.0160816, -0.0211128, 0.0907424
113.022, 0.855, 0.896646, 0.289069, 0.0300099, -0.029217, -0.0211128, 0.222171
113.041, 0.861, 0.887175, 0.212583, 0.0395862, -0.0212642, -0.0211128, 0.158406
113.067, 0.9, 0.882938, 0.177058, 0.0441797, -0.0173149, 0.026, 0.12801
113.078, 0.891, 0.893492, 0.240758, 0.039579, -0.0209258, 0.026, 0.165709
113.101, 0.958, 0.898, 0.256357, 0.0404653, -0.020346, 0.026, 0.16616
113.125, 0.822, 0.913723, 0.354041, 0.0315197, -0.0271458, 0.026, 0.232407
113.144, 0.865, 0.869911, 0.0211933, 0.0702098, 0.00208187, 0.026, -0.0287952
113.177, 0.85, 0.867463, -0.00191953, 0.0734049, 0.00376631, 0.026, -0.0484122
113.195, 0.874, 0.861355, -0.0459015, 0.0782223, 0.00698762, 0.026, -0.0812215
113.23, 0.861, 0.867975, -0.0013189, 0.0735934, 0.00263772, 0.026, -0.0477622
113.248, 0.878, 0.865495, -0.0209599, 0.0758544, 0.00394047, 0.026, -0.062645
113.278, 0.868, 0.867437, -0.00867788, 0.0746272, 0.00281003, -0.0212711, -0.0536539
113.288, 0.898, 0.867494, -0.0123476, 0.0738608, 0.00264347, -0.0212711, -0.0513322
113.311, 0.729, 0.880254, 0.0721024, 0.0642727, -0.00427406, -0.0212711, 0.0139306
113.348, 0.865, 0.8419, -0.192247, 0.0915788, 0.0166004, -0.0212711, -0.178804
113.37, 0.935, 0.850073, -0.119079, 0.081136, 0.00883753, -0.0202536, -0.112916
113.39, 0.837, 0.890541, 0.165582, 0.0500926, -0.0143561, -0.0202536, 0.101467
113.412, 0.917, 0.868417, 0.00297162, 0.0677887, -0.000315628, -0.0202536, -0.0214235
113.44, 0.827, 0.885983, 0.122214, 0.0550873, -0.00960479, -0.0202536, 0.0669266
113.466, 0.883, 0.863099, -0.0411498, 0.0724689, 0.00403454, 0.026, -0.054688
113.49, 0.873, 0.875388, 0.0477528, 0.0638721, -0.0032877, 0.026, 0.00803876
113.52, 0.872, 0.87547, 0.0436254, 0.0655054, -0.00257014, 0.026, 0.000144583
113.549, 0.882, 0.87505, 0.0372576, 0.0668428, -0.00190147, 0.026, -0.00716741
113.559, 0.86, 0.878266, 0.0555039, 0.0655435, -0.00322975, -0.00716741, 0.00389728
113.596, 0.84, 0.870852, -0.00148996, 0.0714899, 0.00145957, -0.00716741, -0.0378821
113.619, 0.847, 0.855486, -0.107654, 0.0821126, 0.00959025, -0.00716741, -0.113702
113.641, 0.863, 0.847564, -0.153056, 0.0855127, 0.0121023, -0.00716741, -0.141065
113.659, 0.83, 0.849506, -0.13329, 0.0827032, 0.00992938, -0.00716741, -0.123294
113.681, 0.921, 0.836547, -0.209903, 0.0894602, 0.0149751, -0.0176467, -0.174108
113.698, 0.884, 0.861429, -0.0284231, 0.0692655, -0.000229886, -0.0176467, -0.0356658
113.722, 0.891, 0.86851, 0.022664, 0.0636131, -0.00425522, -0.0176467, 0.00294309
113.75, 0.895, 0.877197, 0.0819104, 0.0573908, -0.0086298, -0.0176467, 0.04625
113.769, 0.871, 0.888963, 0.156842, 0.050002, -0.0136473, -0.0176467, 0.0988303
113.783, 0.86, 0.885575, 0.125974, 0.0538548, -0.0102993, 0.026, 0.0731012
113.811, 0.849, 0.875639, 0.0490128, 0.0637478, -0.00316354, 0.026, 0.0087264
113.825, 0.927, 0.870221, 0.0103991, 0.0682417, 2.19847e-05, 0.026, -0.0214666
113.847, 0.827, 0.895976, 0.183609, 0.0509324, -0.0135097, 0.026, 0.102571
113.871, 0.843, 0.869059, -0.0140225, 0.0732646, 0.0031176, 0.026, -0.0495303
113.882, 0.895, 0.863756, -0.0505136, 0.0771944, 0.00585278, -0.0185924, -0.0766085
113.939, 0.832, 0.889196, 0.124561, 0.0570328, -0.00890923, -0.0185924, 0.0599776
113.957, 0.902, 0.86049, -0.0831892, 0.0790184, 0.00830849, -0.0185924, -0.0940071
113.975, 0.839, 0.873055, 0.00582358, 0.0689511, 0.000850028, -0.0185924, -0.0253986
113.998, 0.931, 0.863937, -0.0565495, 0.0751647, 0.00573144, -0.0232197, -0.0699631
114.022, 0.89, 0.901395, 0.202353, 0.0470591, -0.0150709, -0.0232197, 0.124378
114.039, 0.857, 0.901228, 0.19273, 0.0485734, -0.0135398, -0.0232197, 0.114863
114.061, 0.873, 0.884899, 0.0664044, 0.0625663, -0.00227226, -0.0232197, 0.0182809
114.077, 0.898, 0.882301, 0.0449204, 0.0647411, -0.000314341, 0.0182809, 0.00264278
114.101, 0.863, 0.890343, 0.0955075, 0.0602567, -0.00401876, 0.0182809, 0.0365403
114.122, 0.93, 0.881503, 0.0281664, 0.0681848, 0.00173812, 0.0182809, -0.0165306
114.142, 0.807, 0.900365, 0.152571, 0.0557228, -0.00796962, 0.0182809, 0.0727426
114.155, 0.808, 0.883978, 0.0356097, 0.0684401, 0.00154898, 0.0182809, -0.015132
114.166, 0.897, 0.865092, -0.0953472, 0.082322, 0.0118235, -0.015132, -0.111885
114.196, 0.858, 0.880209, 0.0127133, 0.0695957, 0.00229334, -0.015132, -0.0262067
114.229, 0.934, 0.874152, -0.029954, 0.0737952, 0.00560735, -0.015132, -0.05643
114.247, 0.887, 0.913769, 0.239659, 0.0448445, -0.0159829, -0.015132, 0.144792
114.271, 0.84, 0.907314, 0.176272, 0.0527279, -0.00946098, -0.015132, 0.0925315
114.286, 0.877, 0.890915, 0.0555339, 0.0657455, 0.000642175, 0.026, 0.00208254
114.311, 0.911, 0.885757, 0.0139025, 0.0710098, 0.0041136, 0.026, -0.0319675
114.327, 0.841, 0.893089, 0.0610947, 0.066453, 0.00033421, 0.026, 0.00137759
114.351, 0.861, 0.870014, -0.103438, 0.0844089, 0.0133878, 0.026, -0.122161
114.372, 0.865, 0.864294, -0.138498, 0.0877325, 0.0152741, 0.026, -0.145836
114.398, 0.844, 0.862419, -0.146698, 0.0882105, 0.0151684, 0.026, -0.149794
114.409, 0.824, 0.851998, -0.210117, 0.0942287, 0.0190549, -0.0186663, -0.193134
114.434, 0.904, 0.832677, -0.326198, 0.103953, 0.0263861, -0.0186663, -0.267763
114.461, 0.887, 0.8605, -0.109913, 0.0783407, 0.00689703, -0.0186663, -0.0958668
114.472, 0.878, 0.864415, -0.0791633, 0.0746947, 0.0042346, -0.0186663, -0.0715279
114.492, 0.878, 0.868016, -0.0479091, 0.0707368, 0.00146916, -0.0212711, -0.0458439
114.512, 0.844, 0.870836, -0.0235998, 0.0676801, -0.000537414, -0.0212711, -0.0260912
114.54, 0.847, 0.861437, -0.083731, 0.0736047, 0.00422617, -0.0212711, -0.0689949
114.551, 0.868, 0.854149, -0.124816, 0.0771735, 0.00718307, -0.0212711, -0.0963606
114.572, 0.884, 0.857104, -0.0926364, 0.0728877, 0.00417912, -0.0212711, -0.0691173
114.61, 0.918, 0.862975, -0.045965, 0.0675962, 0.000368255, -0.0217497, -0.033354
114.632, 0.907, 0.908469, 0.278247, 0.0331538, -0.0248854, -0.0217497, 0.206
114.65, 0.885, 0.912214, 0.2935, 0.0327475, -0.0246659, -0.0217497, 0.211539
114.678, 0.899, 0.9089, 0.259503, 0.0374909, -0.0205571, -0.0217497, 0.180949
114.702, 0.876, 0.911398, 0.252587, 0.0405368, -0.0171639, -0.0217497, 0.164868
114.721, 0.852, 0.901157, 0.16469, 0.0511597, -0.0084213, 0.026, 0.0936018
114.76, 0.932, 0.883864, 0.0358869, 0.0663419, 0.00273579, 0.026, -0.00820756
114.778, 0.849, 0.908884, 0.201179, 0.0501856, -0.0100329, 0.026, 0.108722
114.81, 0.953, 0.886698, 0.0335202, 0.0695449, 0.00428967, 0.026, -0.021977
114.821, 0.849, 0.920012, 0.252697, 0.0475262, -0.0129217, -0.021977, 0.135674
114.851, 0.904, 0.886477, -0.0048288, 0.0755063, 0.00900883, -0.021977, -0.0581317
114.87, 0.847, 0.891, 0.0231768, 0.0720996, 0.00657378, -0.021977, -0.0354091
114.891, 0.908, 0.869943, -0.126302, 0.086924, 0.0180656, -0.021977, -0.141568
114.911, 0.858, 0.881745, -0.0414598, 0.0767774, 0.0104667, -0.021977, -0.0736025
114.93, 0.891, 0.872298, -0.10514, 0.0826322, 0.0150533, -0.0197167, -0.116853
114.95, 0.842, 0.876108, -0.0755269, 0.0787446, 0.0121734, -0.0197167, -0.0916396
114.971, 0.873, 0.857918, -0.194195, 0.0899956, 0.0208088, -0.0197167, -0.173766
114.99, 0.833, 0.859716, -0.170042, 0.0860292, 0.0177989, -0.0197167, -0.149771
115.02, 0.901, 0.839508, -0.289792, 0.0965906, 0.0258132, -0.0197167, -0.229312
115.035, 0.875, 0.85293, -0.18312, 0.0841055, 0.0163195, -0.0231367, -0.145284
115.088, 0.887, 0.865144, -0.0625253, 0.0684121, 0.00474516, -0.0231367, -0.0440314
115.228, 0.886, 0.872354, -0.00469541, 0.0620574, 0.000235604, -0.0219912, -0.000722178
115.25, 0.877, 0.905945, 0.257347, 0.0351129, -0.0179158, -0.000722178, 0.186325
115.269, 0.877, 0.899648, 0.201561, 0.0430838, -0.0115927, -0.000722178, 0.135635
115.288, 0.861, 0.894221, 0.152937, 0.0500133, -0.0061391, -0.000722178, 0.0915946
115.319, 0.853, 0.885419, 0.0859171, 0.0580727, 3.97587e-05, -0.000722178, 0.0376759
115.334, 0.903, 0.873375, -0.000627226, 0.0679075, 0.00747403, -0.000722178, -0.0293537
115.36, 0.882, 0.883952, 0.0716752, 0.0605928, 0.00185692, -0.0233028, 0.0226962
115.371, 0.838, 0.884686, 0.0723158, 0.0606858, 0.00226789, -0.0233028, 0.0222326
115.4, 0.911, 0.868443, -0.0419785, 0.0727027, 0.0116565, -0.0233028, -0.0621973
115.418, 0.837, 0.883772, 0.0649274, 0.0610978, 0.00307532, -0.0233028, 0.0180088
115.436, 0.86, 0.862636, -0.082802, 0.0766123, 0.0151795, -0.0233028, -0.0910521
115.46, 0.829, 0.860751, -0.0913459, 0.0769938, 0.0155546, -0.0198693, -0.0951976
115.478, 0.846, 0.846614, -0.180089, 0.0855267, 0.0220612, -0.0198693, -0.157241
115.501, 0.845, 0.840862, -0.199459, 0.0858364, 0.0222454, -0.0198693, -0.164166
115.512, 0.878, 0.839632, -0.19997, 0.0853054, 0.0218265, -0.0198693, -0.162091
115.531, 0.866, 0.85027, -0.1118, 0.07501, 0.0140263, -0.0198693, -0.0928789
115.552, 0.894, 0.854092, -0.0746431, 0.0705763, 0.0107714, -0.0198693, -0.0635257
115.579, 0.857, 0.861049, -0.0229827, 0.0650544, 0.00667444, -0.02256, -0.0252494
115.601, 0.863, 0.857205, -0.0381626, 0.0665162, 0.00824171, -0.02256, -0.0366434
115.635, 0.892, 0.857979, -0.0292901, 0.0655238, 0.0076105, -0.02256, -0.0300669
115.661, 0.892, 0.888018, 0.189203, 0.0426645, -0.00908805, -0.02256, 0.129424
115.681, 0.87, 0.893275, 0.216896, 0.0409853, -0.00988021, 0.026, 0.143951
115.7, 0.863, 0.889958, 0.186541, 0.0458378, -0.00639986, 0.026, 0.11437
115.73, 0.867, 0.884126, 0.138233, 0.0526698, -0.00151182, 0.026, 0.071249
115.752, 0.89, 0.877109, 0.0758791, 0.0622278, 0.00499916, 0.026, 0.0126559
115.775, 0.881, 0.884429, 0.118782, 0.0590183, 0.00203979, 0.026, 0.0390485
115.81, 0.891, 0.884986, 0.117702, 0.0597739, 0.00239241, 0.026, 0.0356744
115.828, 0.88, 0.892985, 0.154922, 0.0579981, 0.000310373, 0.026, 0.0545723
115.851, 0.875, 0.890182, 0.114714, 0.0641859, 0.00436102, 0.026, 0.0172283
115.862, 0.828, 0.888476, 0.097021, 0.0664896, 0.00587165, 0.026, 0.00257501
115.875, 0.835, 0.873369, -0.0136212, 0.0785582, 0.0146316, 0.026, -0.0803674
115.918, 0.858, 0.865918, -0.066455, 0.0841093, 0.0185111, -0.0180073, -0.118908
115.929, 0.766, 0.85669, -0.131752, 0.0886194, 0.0218987, -0.0180073, -0.15609
115.951, 0.984, 0.814965, -0.409276, 0.115938, 0.0424499, -0.0180073, -0.352203
115.972, 0.824, 0.873019, 0.00845532, 0.0696278, 0.00711313, -0.0180073, -0.0336948
115.992, 0.902, 0.854659, -0.117569, 0.0824337, 0.0169429, -0.0172193, -0.124658
116.019, 0.838, 0.869443, -0.01106, 0.0704603, 0.00791031, -0.0172193, -0.0427914
116.031, 0.897, 0.858519, -0.0846889, 0.0778297, 0.0135992, -0.0172193, -0.0954933
116.051, 0.859, 0.872523, 0.0160091, 0.0666057, 0.00518803, -0.0172193, -0.0185861
116.071, 0.896, 0.867735, -0.0170861, 0.0699553, 0.00789801, -0.0172193, -0.0425435
116.092, 0.894, 0.878524, 0.0575885, 0.0619257, 0.00198505, -0.022724, 0.0131238
116.121, 0.875, 0.889017, 0.123957, 0.0551427, -0.00266398, -0.022724, 0.0608345
116.149, 0.878, 0.886202, 0.0973529, 0.058361, 0.000149566, -0.022724, 0.0391484
116.179, 0.855, 0.884654, 0.0786425, 0.0606893, 0.00236749, -0.022724, 0.0235045
116.19, 0.897, 0.874124, 0.00171841, 0.0688561, 0.00886786, -0.022724, -0.033715
116.214, 0.884, 0.879358, 0.0370196, 0.0650241, 0.00610219, 0.0235045, -0.00725974
116.235, 0.888, 0.882998, 0.0581287, 0.0640917, 0.00474531, 0.0235045, 0.00314582
116.279, 0.864, 0.885584, 0.0717055, 0.0634466, 0.00389668, 0.0235045, 0.010044
116.29, 0.923, 0.872176, -0.0311734, 0.0759842, 0.0125317, 0.0235045, -0.0724899
116.329, 0.898, 0.892305, 0.104505, 0.0621421, 0.00149422, 0.010044, 0.0261892
116.35, 0.97, 0.900762, 0.142679, 0.0595902, -0.000779347, 0.010044, 0.048578
116.379, 0.845, 0.918534, 0.255067, 0.0484428, -0.00927832, 0.010044, 0.128694
116.393, 0.906, 0.88901, 0.0281822, 0.0738956, 0.00991624, 0.010044, -0.0450073
116.41, 0.765, 0.896871, 0.0733467, 0.0692673, 0.00608334, -0.0235533, -0.0116617
116.43, 0.917, 0.850043, -0.253623, 0.102845, 0.0316808, -0.0235533, -0.248936
116.45, 0.863, 0.869959, -0.107514, 0.0854855, 0.0184582, -0.0235533, -0.132285
116.46, 0.8, 0.867893, -0.120063, 0.0862397, 0.0190608, -0.0235533, -0.139015
116.497, 0.855, 0.815463, -0.466665, 0.119764, 0.0444894, -0.0235533, -0.38149
116.529, 0.862, 0.822861, -0.378456, 0.106409, 0.0339903, -0.019489, -0.298518
116.55, 0.869, 0.832678, -0.276769, 0.0926365, 0.0232969, -0.019489, -0.210237
116.579, 0.908, 0.841895, -0.190279, 0.081848, 0.0150897, -0.019489, -0.139408
116.601, 0.866, 0.869744, 0.0205988, 0.0586286, -0.00234678, -0.019489, 0.0200414
116.636, 0.895, 0.868286, 0.0166545, 0.0594388, -0.00125457, 0.0200414, 0.0146367
116.655, 0.852, 0.882495, 0.118411, 0.0502842, -0.00855096, 0.0200414, 0.0827427
116.688, 0.848, 0.867363, 0.0101052, 0.0640607, 0.00155892, 0.0200414, -0.00761444
116.709, 0.903, 0.86412, -0.0110261, 0.0666025, 0.00332832, 0.0200414, -0.0245435
116.719, 0.91, 0.878957, 0.0924995, 0.0564943, -0.00466304, -0.0233028, 0.0484579
116.758, 0.884, 0.896103, 0.203309, 0.0464763, -0.0125175, -0.0233028, 0.123095
116.789, 0.882, 0.895226, 0.175476, 0.0508753, -0.00824259, -0.0233028, 0.0955657
116.811, 0.877, 0.892864, 0.140943, 0.055472, -0.00401186, -0.0233028, 0.0655137
116.835, 0.907, 0.889332, 0.105828, 0.0595586, -0.000467009, 0.026, 0.0377208
116.878, 0.905, 0.909211, 0.222291, 0.0501108, -0.0084703, 0.026, 0.112167
116.902, 0.801, 0.911788, 0.224092, 0.0514328, -0.00771107, 0.026, 0.107292
116.949, 0.82, 0.868168, -0.0929467, 0.0862075, 0.018211, 0.026, -0.132011
116.999, 0.942, 0.826161, -0.375599, 0.114849, 0.0384266, 0.026, -0.334071
117.017, 0.857, 0.926579, 0.359238, 0.0331772, -0.0259129, 0.026, 0.228813
117.041, 0.862, 0.905209, 0.187085, 0.0538671, -0.0102994, 0.026, 0.0908947
117.1, 0.835, 0.867573, -0.113199, 0.0891525, 0.0156203, 0.026, -0.145347
117.118, 0.891, 0.854034, -0.203369, 0.0979627, 0.0216848, 0.026, -0.208195
117.149, 0.826, 0.864617, -0.123258, 0.0884802, 0.0137563, 0.026, -0.14377
117.159, 0.847, 0.849377, -0.223396, 0.0983537, 0.0206707, -0.0173611, -0.214135
117.209, 0.693, 0.835773, -0.289415, 0.100119, 0.0218762, -0.0173611, -0.239707
117.231, 0.946, 0.769477, -0.718399, 0.142295, 0.0536318, -0.0173611, -0.543044
117.26, 0.838, 0.84563, -0.133411, 0.0750853, 0.00210817, -0.0173611, -0.0870448
117.285, 0.883, 0.840145, -0.156958, 0.0767838, 0.00361787, -0.0270283, -0.101501
117.301, 0.847, 0.853923, -0.0469479, 0.0642678, -0.00545418, -0.0270283, -0.0169612
117.331, 0.875, 0.848809, -0.0681012, 0.0659751, -0.00345923, -0.0270283, -0.0313266
117.348, 0.902, 0.856512, -0.00593876, 0.0591429, -0.00819919, -0.0270283, 0.0151148
117.38, 0.853, 0.883844, 0.190817, 0.0386661, -0.0228, 0.0151148, 0.157948
117.404, 0.861, 0.874475, 0.12077, 0.0482847, -0.0154015, 0.0151148, 0.0960154
117.43, 0.853, 0.87101, 0.0940255, 0.0529203, -0.0118973, 0.0151148, 0.0680073
117.44, 0.802, 0.868818, 0.0782756, 0.0550796, -0.0102894, 0.0151148, 0.0541319
117.481, 0.836, 0.819078, -0.261461, 0.0925629, 0.0178466, 0.026, -0.204175
117.508, 0.928, 0.820227, -0.234491, 0.0889615, 0.0144678, 0.026, -0.180742
117.531, 0.894, 0.856178, 0.0269954, 0.0612026, -0.00709333, 0.026, 0.0132553
117.554, 0.895, 0.880888, 0.196696, 0.0450989, -0.0197236, 0.026, 0.130745
117.577, 0.861, 0.890755, 0.252184, 0.041245, -0.0227332, 0.026, 0.163007
117.621, 0.864, 0.887599, 0.222876, 0.0453093, -0.019691, 0.026, 0.137165
117.635, 0.848, 0.877692, 0.123873, 0.0595475, -0.00915767, 0.026, 0.0478231
117.661, 0.874, 0.864899, 0.0218078, 0.0715903, -0.000441926, 0.026, -0.0325703
117.681, 0.869, 0.867609, 0.0367696, 0.0702583, -0.00171754, 0.026, -0.0222689
117.692, 0.871, 0.868626, 0.038844, 0.0703528, -0.001942, -0.0205638, -0.021724
117.712, 0.868, 0.870363, 0.0440637, 0.0692312, -0.00243549, -0.0205638, -0.0153761
117.732, 0.866, 0.870353, 0.0377352, 0.0693978, -0.00196159, -0.0205638, -0.0178866
117.76, 0.937, 0.869532, 0.0270773, 0.0700492, -0.00115503, -0.0205638, -0.0237297
117.774, 0.849, 0.895781, 0.200299, 0.0515445, -0.0147896, -0.0205638, 0.105125
117.809, 0.906, 0.875394, 0.0391941, 0.0690289, -0.00079567, 0.026, -0.0161842
117.831, 0.841, 0.889601, 0.129153, 0.0602589, -0.00785317, 0.026, 0.0476056
117.869, 0.813, 0.861802, -0.0797005, 0.0836472, 0.00931461, 0.026, -0.111768
117.879, 0.862, 0.840202, -0.225142, 0.0983825, 0.0198597, 0.026, -0.215871
117.901, 0.864, 0.843992, -0.188787, 0.0934251, 0.0154121, 0.026, -0.183493
117.913, 0.817, 0.845938, -0.171015, 0.0911148, 0.0133457, -0.0201764, -0.168188
117.942, 0.887, 0.82393, -0.307686, 0.102682, 0.0222341, -0.0201764, -0.256602
117.971, 0.913, 0.832846, -0.237846, 0.0942476, 0.0158527, -0.0201764, -0.20039
117.989, 0.92, 0.869869, 0.0346303, 0.0632355, -0.00745778, -0.0201764, 0.0105366
118.01, 0.817, 0.891085, 0.177305, 0.048251, -0.0183152, -0.0201764, 0.115216
118.029, 0.889, 0.865304, -0.00796619, 0.0681946, -0.00264913, 0.026, -0.0237556
118.05, 0.881, 0.873668, 0.0500876, 0.0626538, -0.00716679, 0.026, 0.0167361
118.07, 0.893, 0.8776, 0.0739822, 0.0610183, -0.00869804, 0.026, 0.0307012
118.089, 0.84, 0.885208, 0.120557, 0.0571179, -0.0119144, 0.026, 0.0608822
118.11, 0.909, 0.871913, 0.0228837, 0.0682597, -0.00369871, 0.026, -0.014689
118.12, 0.868, 0.884257, 0.104164, 0.0602389, -0.0100399, -0.014689, 0.0431742
118.167, 0.888, 0.875087, 0.0232952, 0.0688831, -0.00266995, -0.014689, -0.0173167
118.193, 0.907, 0.882696, 0.0702918, 0.0635065, -0.00635395, -0.014689, 0.0191069
118.221, 0.878, 0.895002, 0.14677, 0.055517, -0.0120139, 0.026, 0.075103
118.26, 0.877, 0.892463, 0.121661, 0.0584195, -0.00952878, 0.026, 0.0553519
118.281, 0.876, 0.884131, 0.0422001, 0.0692801, -0.00194206, 0.026, -0.0133895
118.31, 0.839, 0.880801, 0.0107034, 0.0732308, 0.000495348, 0.026, -0.0387103
118.334, 0.812, 0.862024, -0.121755, 0.0872519, 0.0105942, 0.026, -0.136129
118.344, 0.844, 0.852627, -0.183609, 0.0934248, 0.0150093, -0.0163814, -0.180019
118.382, 0.888, 0.83944, -0.257231, 0.0977262, 0.018295, -0.0163814, -0.219013
118.41, 0.937, 0.846144, -0.204053, 0.0911911, 0.0133482, -0.0163814, -0.175709
118.43, 0.874, 0.893986, 0.139749, 0.0529176, -0.0154649, -0.0163814, 0.0867867
118.451, 0.891, 0.88753, 0.0849538, 0.0592637, -0.0100206, 0.026, 0.0434121
118.468, 0.896, 0.889803, 0.0965634, 0.0588103, -0.0105451, 0.026, 0.0487453
118.491, 0.858, 0.895073, 0.124518, 0.0571641, -0.0120756, 0.026, 0.0639432
118.53, 0.877, 0.888759, 0.0768535, 0.0627176, -0.00799985, 0.026, 0.0265892
118.55, 0.84, 0.88254, 0.0213617, 0.0701822, -0.00294965, 0.026, -0.0207964
118.561, 0.825, 0.870591, -0.0624415, 0.079164, 0.00356279, -0.0183718, -0.0829969
118.602, 0.853, 0.832061, -0.320259, 0.103794, 0.0226185, -0.0183718, -0.262214
118.616, 0.869, 0.83308, -0.299884, 0.100054, 0.0197519, -0.0183718, -0.240239
118.641, 0.864, 0.842605, -0.210828, 0.0880708, 0.0106818, -0.0183718, -0.163316
118.66, 0.85, 0.845515, -0.17941, 0.083668, 0.00744671, -0.0183718, -0.135568
118.68, 0.881, 0.843663, -0.178088, 0.0822948, 0.0065713, -0.0201764, -0.12953
118.699, 0.909, 0.85575, -0.0790501, 0.0706076, -0.00201313, -0.0201764, -0.0514612
118.721, 0.874, 0.876457, 0.0717608, 0.0543112, -0.0139373, -0.0201764, 0.0610114
